Speaker Analysis Results (sorted by duration)
===========================================

Total speakers found: 11261

Speaker Name                                  | Duration (hours)
ZH_B00010_S03051                                 |           0.25
ZH_B00010_S03991                                 |           0.25
ZH_B00010_S04520                                 |           0.25
ZH_B00010_S04230                                 |           0.25
Emirati_230                                      |           0.25
ZH_B00000_S00090                                 |           0.25
ZH_B00010_S09090                                 |           0.25
ZH_B00000_S01060                                 |           0.24
ZH_B00010_S03940                                 |           0.24
ZH_B00010_S06461                                 |           0.24
ZH_B00010_S03941                                 |           0.24
ZH_B00010_S05951                                 |           0.24
ZH_B00010_S06590                                 |           0.24
ZH_B00010_S04151                                 |           0.24
ZH_B00010_S06560                                 |           0.24
ZH_B00000_S08840                                 |           0.24
ZH_B00010_S07261                                 |           0.24
ZH_B00010_S06870                                 |           0.24
ZH_B00010_S04870                                 |           0.24
ZH_B00010_S06550                                 |           0.24
ZH_B00010_S08660                                 |           0.24
ZH_B00010_S07750                                 |           0.24
ZH_B00010_S01121                                 |           0.24
ZH_B00010_S05181                                 |           0.24
ZH_B00000_S08710                                 |           0.24
ZH_B00000_S02730                                 |           0.24
ZH_B00010_S03780                                 |           0.24
Emirati_95                                       |           0.24
ZH_B00000_S05060                                 |           0.24
ZH_B00000_S02070                                 |           0.23
ZH_B00000_S09250                                 |           0.23
ZH_B00010_S04620                                 |           0.23
ZH_B00010_S05151                                 |           0.23
ZH_B00010_S04280                                 |           0.23
spk_sp_ar_603                                    |           0.23
ZH_B00010_S04300                                 |           0.23
ZH_B00010_S00591                                 |           0.23
ZH_B00000_S06650                                 |           0.23
ZH_B00010_S08060                                 |           0.23
ZH_B00010_S06520                                 |           0.23
spk_sp_ar_169                                    |           0.23
ZH_B00010_S06440                                 |           0.23
ZH_B00000_S05530                                 |           0.23
ZH_B00010_S03981                                 |           0.22
ZH_B00010_S09190                                 |           0.22
ZH_B00010_S01750                                 |           0.22
ZH_B00010_S08081                                 |           0.22
ZH_B00010_S04020                                 |           0.22
spk_sp_en_193                                    |           0.22
ZH_B00010_S09160                                 |           0.22
Emirati_192                                      |           0.22
ZH_B00010_S00471                                 |           0.22
Emirati_3350                                     |           0.22
Emirati_566                                      |           0.22
ZH_B00010_S02561                                 |           0.22
ZH_B00010_S04141                                 |           0.22
Emirati_330                                      |           0.22
ZH_B00010_S07390                                 |           0.22
ZH_B00010_S04900                                 |           0.22
ZH_B00010_S06750                                 |           0.22
ZH_B00010_S05681                                 |           0.22
ZH_B00010_S05731                                 |           0.22
ZH_B00010_S05320                                 |           0.22
Emirati_254                                      |           0.21
ZH_B00010_S05720                                 |           0.21
ZH_B00010_S02840                                 |           0.21
ZH_B00000_S00050                                 |           0.21
ZH_B00010_S09110                                 |           0.21
ZH_B00010_S05200                                 |           0.21
ZH_B00010_S05190                                 |           0.21
ZH_B00010_S09520                                 |           0.21
ZH_B00010_S09230                                 |           0.21
Emirati_308                                      |           0.21
ZH_B00010_S07660                                 |           0.21
ZH_B00000_S08030                                 |           0.21
ZH_B00010_S07790                                 |           0.21
spk_sp_en_327                                    |           0.21
ZH_B00010_S05740                                 |           0.21
ZH_B00010_S04500                                 |           0.21
ZH_B00000_S05980                                 |           0.21
ZH_B00010_S09470                                 |           0.21
spk_sp_ar_156                                    |           0.21
ZH_B00010_S07400                                 |           0.21
ZH_B00010_S07900                                 |           0.21
ZH_B00000_S07320                                 |           0.20
ZH_B00000_S00060                                 |           0.20
ZH_B00010_S05140                                 |           0.20
ZH_B00010_S04121                                 |           0.20
ZH_B00000_S02350                                 |           0.20
ZH_B00010_S07730                                 |           0.20
ZH_B00010_S04180                                 |           0.20
spk_sp_ar_1284                                   |           0.20
ZH_B00010_S05941                                 |           0.20
ZH_B00000_S00660                                 |           0.20
ZH_B00010_S03331                                 |           0.20
ZH_B00010_S05601                                 |           0.20
ZH_B00000_S06910                                 |           0.20
ZH_B00000_S01920                                 |           0.20
spk_sp_ar_135                                    |           0.20
ZH_B00010_S06880                                 |           0.20
ZH_B00000_S07630                                 |           0.20
ZH_B00010_S03351                                 |           0.20
ZH_B00000_S05040                                 |           0.20
ZH_B00010_S02881                                 |           0.20
Emirati_231                                      |           0.20
ZH_B00000_S08250                                 |           0.20
ZH_B00010_S04491                                 |           0.20
ZH_B00010_S04851                                 |           0.20
ZH_B00010_S07411                                 |           0.20
ZH_B00010_S05980                                 |           0.20
ZH_B00010_S07231                                 |           0.20
spk_sp_en_31                                     |           0.20
Emirati_152                                      |           0.19
ZH_B00000_S01130                                 |           0.19
ZH_B00010_S06470                                 |           0.19
ZH_B00010_S05141                                 |           0.19
ZH_B00000_S04900                                 |           0.19
ZH_B00010_S06421                                 |           0.19
ZH_B00000_S01210                                 |           0.19
ZH_B00010_S09250                                 |           0.19
ZH_B00010_S03180                                 |           0.19
ZH_B00010_S03350                                 |           0.19
ZH_B00010_S06100                                 |           0.19
ZH_B00010_S02770                                 |           0.19
ZH_B00010_S05680                                 |           0.19
Emirati_182                                      |           0.19
ZH_B00010_S06460                                 |           0.19
ZH_B00010_S07741                                 |           0.19
ZH_B00000_S01590                                 |           0.19
ZH_B00000_S09300                                 |           0.19
ZH_B00000_S03490                                 |           0.19
Emirati_21                                       |           0.19
spk_sp_ar_27                                     |           0.19
spk_sp_ar_762                                    |           0.19
ZH_B00000_S05880                                 |           0.19
ZH_B00010_S05160                                 |           0.19
spk_sp_en_315                                    |           0.19
ZH_B00010_S06490                                 |           0.19
ZH_B00010_S06900                                 |           0.18
spk_sp_en_117                                    |           0.18
ZH_B00010_S06431                                 |           0.18
ZH_B00010_S07711                                 |           0.18
Emirati_48                                       |           0.18
ZH_B00010_S05961                                 |           0.18
spk_sp_en_346                                    |           0.18
Emirati_91                                       |           0.18
ZH_B00000_S09330                                 |           0.18
ZH_B00010_S01591                                 |           0.18
ZH_B00000_S06420                                 |           0.18
ZH_B00010_S04521                                 |           0.18
ZH_B00000_S02530                                 |           0.18
ZH_B00000_S02360                                 |           0.18
ZH_B00010_S07740                                 |           0.18
ZH_B00010_S07641                                 |           0.18
ZH_B00010_S01130                                 |           0.18
spk_sp_ar_93                                     |           0.18
ZH_B00000_S00250                                 |           0.18
ZH_B00010_S05161                                 |           0.18
ZH_B00000_S05170                                 |           0.18
ZH_B00000_S06880                                 |           0.18
ZH_B00010_S03701                                 |           0.18
ZH_B00000_S05090                                 |           0.18
ZH_B00010_S06491                                 |           0.18
ZH_B00000_S07290                                 |           0.18
ZH_B00010_S06530                                 |           0.18
ZH_B00010_S08680                                 |           0.18
ZH_B00000_S02020                                 |           0.18
ZH_B00010_S03081                                 |           0.18
ZH_B00000_S02780                                 |           0.18
Emirati_96                                       |           0.18
ZH_B00000_S01710                                 |           0.18
ZH_B00010_S06501                                 |           0.18
ZH_B00010_S04831                                 |           0.17
Emirati_262                                      |           0.17
Emirati_525                                      |           0.17
ZH_B00000_S00920                                 |           0.17
ZH_B00000_S07370                                 |           0.17
ZH_B00000_S05540                                 |           0.17
ZH_B00010_S06891                                 |           0.17
ZH_B00010_S04391                                 |           0.17
ZH_B00000_S06430                                 |           0.17
ZH_B00010_S04040                                 |           0.17
ZH_B00010_S07930                                 |           0.17
Emirati_11                                       |           0.17
ZH_B00010_S09580                                 |           0.17
ZH_B00010_S00170                                 |           0.17
ZH_B00000_S01420                                 |           0.17
ZH_B00010_S04541                                 |           0.17
Emirati_3985                                     |           0.17
ZH_B00010_S02490                                 |           0.17
ZH_B00010_S04840                                 |           0.17
ZH_B00000_S00460                                 |           0.17
ZH_B00000_S09710                                 |           0.17
ZH_B00000_S00470                                 |           0.17
ZH_B00000_S06820                                 |           0.17
ZH_B00010_S08620                                 |           0.17
ZH_B00010_S07421                                 |           0.17
spk_sp_ar_79                                     |           0.17
ZH_B00010_S09660                                 |           0.17
ZH_B00010_S03090                                 |           0.17
ZH_B00000_S02340                                 |           0.17
ZH_B00000_S00710                                 |           0.17
Emirati_49                                       |           0.17
ZH_B00000_S00180                                 |           0.17
ZH_B00010_S06890                                 |           0.17
ZH_B00000_S08060                                 |           0.17
ZH_B00010_S04861                                 |           0.17
ZH_B00010_S03861                                 |           0.16
ZH_B00010_S03240                                 |           0.16
ZH_B00000_S07390                                 |           0.16
ZH_B00010_S05960                                 |           0.16
ZH_B00010_S07141                                 |           0.16
ZH_B00010_S06411                                 |           0.16
ZH_B00000_S08440                                 |           0.16
ZH_B00010_S04561                                 |           0.16
ZH_B00010_S04930                                 |           0.16
ZH_B00000_S05050                                 |           0.16
ZH_B00010_S07431                                 |           0.16
ZH_B00010_S07981                                 |           0.16
ZH_B00010_S03931                                 |           0.16
ZH_B00000_S08210                                 |           0.16
ZH_B00010_S04850                                 |           0.16
ZH_B00010_S08400                                 |           0.16
ZH_B00000_S00980                                 |           0.16
ZH_B00000_S06120                                 |           0.16
ZH_B00010_S06401                                 |           0.16
ZH_B00010_S09070                                 |           0.16
ZH_B00010_S03271                                 |           0.16
ZH_B00010_S02510                                 |           0.16
ZH_B00000_S06850                                 |           0.16
ZH_B00000_S04540                                 |           0.16
ZH_B00000_S08820                                 |           0.16
Emirati_1338                                     |           0.16
ZH_B00000_S06890                                 |           0.16
spk_sp_ar_108                                    |           0.16
ZH_B00000_S01580                                 |           0.16
ZH_B00010_S08231                                 |           0.16
ZH_B00000_S05570                                 |           0.16
ZH_B00000_S07300                                 |           0.16
ZH_B00010_S00870                                 |           0.16
ZH_B00010_S06471                                 |           0.16
ZH_B00000_S01320                                 |           0.16
ZH_B00000_S08390                                 |           0.16
ZH_B00010_S04530                                 |           0.15
ZH_B00010_S03860                                 |           0.15
ZH_B00000_S02180                                 |           0.15
ZH_B00010_S09410                                 |           0.15
ZH_B00010_S04320                                 |           0.15
ZH_B00000_S07220                                 |           0.15
ZH_B00010_S07791                                 |           0.15
ZH_B00000_S08730                                 |           0.15
ZH_B00010_S03711                                 |           0.15
ZH_B00000_S06170                                 |           0.15
ZH_B00000_S05550                                 |           0.15
spk_sp_ar_1412                                   |           0.15
ZH_B00010_S09020                                 |           0.15
ZH_B00000_S02840                                 |           0.15
ZH_B00010_S04821                                 |           0.15
ZH_B00010_S05690                                 |           0.15
ZH_B00010_S03251                                 |           0.15
Emirati_553                                      |           0.15
ZH_B00010_S08111                                 |           0.15
Emirati_602                                      |           0.15
ZH_B00010_S03620                                 |           0.15
Emirati_202                                      |           0.15
ZH_B00000_S01380                                 |           0.15
ZH_B00000_S00950                                 |           0.15
ZH_B00000_S06450                                 |           0.15
ZH_B00000_S01690                                 |           0.15
ZH_B00000_S07200                                 |           0.15
ZH_B00000_S00520                                 |           0.15
ZH_B00010_S05351                                 |           0.15
ZH_B00010_S03891                                 |           0.15
ZH_B00010_S03871                                 |           0.15
ZH_B00010_S04531                                 |           0.15
ZH_B00010_S05210                                 |           0.15
ZH_B00010_S05630                                 |           0.15
spk_sp_ar_80                                     |           0.15
ZH_B00010_S04911                                 |           0.15
Emirati_181                                      |           0.15
ZH_B00010_S04880                                 |           0.15
ZH_B00000_S02890                                 |           0.15
ZH_B00000_S00630                                 |           0.15
ZH_B00010_S04740                                 |           0.15
ZH_B00000_S06660                                 |           0.15
ZH_B00010_S03880                                 |           0.15
ZH_B00000_S01390                                 |           0.15
