Speaker Analysis Results (sorted by duration)
===========================================

Total speakers found: 7891

Speaker Name                                  | Duration (hours)
ar_vo_238                                        |           0.07
pablo_en_vo                                      |           0.07
nate_en_vo                                       |           0.07
corp_en_vo                                       |           0.07
Emirati_591                                      |           0.07
quagmire_en_vo                                   |           0.07
mono_ml_72                                       |           0.07
Emirati_706                                      |           0.07
mono_ml_40                                       |           0.07
parker_en_vo                                     |           0.07
ajablu_en_vo                                     |           0.07
lynda_en_vo                                      |           0.07
lean_en_vo                                       |           0.07
mono_ml_56                                       |           0.07
ar_vo_646                                        |           0.07
ar_vo_626                                        |           0.07
ar_vo_549                                        |           0.07
ar_vo_403                                        |           0.07
ar_vo_183                                        |           0.07
ar_vo_548                                        |           0.07
mono_ml_49                                       |           0.07
ar_vo_327                                        |           0.07
mono_ml_43                                       |           0.07
natsa_en_vo                                      |           0.07
angela_en_vo                                     |           0.07
tomas_en_vo                                      |           0.07
Emirati_3467                                     |           0.07
dalviso_en_vo                                    |           0.07
mono_ml_24                                       |           0.07
mono_ml_31                                       |           0.07
balde_en_vo                                      |           0.07
mono_ml_2                                        |           0.07
ar_vo_269                                        |           0.07
ar_vo_374                                        |           0.07
ar_vo_522                                        |           0.07
ar_vo_675                                        |           0.07
ar_vo_281                                        |           0.07
ar_vo_619                                        |           0.07
articul_en_vo                                    |           0.07
ar_vo_91                                         |           0.07
spk_sp_ar_751                                    |           0.07
attonborough_en_vo                               |           0.07
ar_vo_642                                        |           0.07
monni_en_vo                                      |           0.07
egorov_en_vo                                     |           0.07
sampir_en_vo                                     |           0.07
expl_en_vo                                       |           0.07
ar_vo_2                                          |           0.07
ar_vo_684                                        |           0.07
Emirati_1459                                     |           0.07
ar_vo_627                                        |           0.07
brian_en_vo                                      |           0.07
orian_en_vo                                      |           0.07
jane_en_vo                                       |           0.07
carley_en_vo                                     |           0.07
mono_ml_68                                       |           0.07
ar_vo_49                                         |           0.07
becka_en_vo                                      |           0.07
ar_vo_564                                        |           0.07
mono_ml_51                                       |           0.07
ar_vo_629                                        |           0.07
ar_vo_152                                        |           0.07
linda_en_vo                                      |           0.07
ar_vo_421                                        |           0.07
Emirati_285                                      |           0.07
atpcre_en_vo                                     |           0.07
ducle_en_vo                                      |           0.07
mono_ml_60                                       |           0.07
ar_vo_680                                        |           0.07
ar_vo_162                                        |           0.07
ar_vo_470                                        |           0.07
th_en_vo                                         |           0.07
jrtsar_en_vo                                     |           0.07
jina_en_vo                                       |           0.07
ar_vo_474                                        |           0.07
gamer_en_vo                                      |           0.07
ar_vo_618                                        |           0.07
revi_en_vo                                       |           0.07
ar_vo_258                                        |           0.07
ar_vo_144                                        |           0.07
boativa_en_vo                                    |           0.07
ar_vo_636                                        |           0.07
ar_vo_245                                        |           0.07
mono_ml_30                                       |           0.07
bbake_en_vo                                      |           0.07
mj_en_vo                                         |           0.07
dakiya_en_vo                                     |           0.07
casvo_en_vo                                      |           0.07
cstani_en_vo                                     |           0.07
ar_vo_682                                        |           0.07
mono_ml_34                                       |           0.07
spk_ar_el_v2_354                                 |           0.07
ar_vo_384                                        |           0.07
will_en_vo                                       |           0.07
ar_vo_500                                        |           0.07
ar_vo_402                                        |           0.07
bportony_en_vo                                   |           0.07
dave_en_vo                                       |           0.07
ar_vo_182                                        |           0.07
lngoo_en_vo                                      |           0.07
nelah_en_vo                                      |           0.07
ar_vo_368                                        |           0.07
carlf_en_vo                                      |           0.07
mono_ml_64                                       |           0.07
locut_en_vo                                      |           0.07
donald_en_vo                                     |           0.07
ame_en_vo                                        |           0.07
ar_vo_395                                        |           0.07
kent_en_vo                                       |           0.07
ar_vo_330                                        |           0.07
ar_vo_100                                        |           0.07
jon_en_vo                                        |           0.07
yane_en_vo                                       |           0.07
ar_vo_271                                        |           0.07
ar_vo_614                                        |           0.07
boby_en_vo                                       |           0.07
ar_vo_494                                        |           0.07
djx_en_vo                                        |           0.07
ar_vo_678                                        |           0.06
mono_ml_71                                       |           0.06
ar_vo_565                                        |           0.06
mono_ml_35                                       |           0.06
Emirati_1730                                     |           0.06
ar_vo_352                                        |           0.06
ar_vo_203                                        |           0.06
ar_vo_316                                        |           0.06
hawai_en_vo                                      |           0.06
alexv_en_vo                                      |           0.06
ar_vo_191                                        |           0.06
game_en_vo                                       |           0.06
befl_en_vo                                       |           0.06
ar_vo_616                                        |           0.06
jun_en_vo                                        |           0.06
bob_en_vo                                        |           0.06
mono_ml_27                                       |           0.06
ar_vo_336                                        |           0.06
ar_vo_643                                        |           0.06
tina_en_vo                                       |           0.06
koyle_en_vo                                      |           0.06
embu_en_vo                                       |           0.06
mono_ml_63                                       |           0.06
ar_vo_335                                        |           0.06
mono_ml_4                                        |           0.06
spk_sp_en_370                                    |           0.06
ani_en_vo                                        |           0.06
natasha_en_vo                                    |           0.06
olly_en_vo                                       |           0.06
ar_vo_538                                        |           0.06
ar_vo_488                                        |           0.06
Emirati_991                                      |           0.06
ar_vo_528                                        |           0.06
ar_vo_432                                        |           0.06
mono_ml_59                                       |           0.06
deep_en_vo                                       |           0.06
sonar_en_vo                                      |           0.06
tucker_en_vo                                     |           0.06
amiraw_en_vo                                     |           0.06
mono_ml_42                                       |           0.06
ar_vo_554                                        |           0.06
ar_vo_286                                        |           0.06
paul_en_vo                                       |           0.06
ragin_en_vo                                      |           0.06
jason_en_vo                                      |           0.06
ar_vo_29                                         |           0.06
aranolto_en_vo                                   |           0.06
xena_en_vo                                       |           0.06
ar_vo_307                                        |           0.06
mono_ml_62                                       |           0.06
jonny_en_vo                                      |           0.06
peter_en_vo                                      |           0.06
ar_vo_202                                        |           0.06
ar_vo_181                                        |           0.06
mono_ml_3                                        |           0.06
ar_vo_46                                         |           0.06
paulste_en_vo                                    |           0.06
ar_vo_85                                         |           0.06
zoro_en_vo                                       |           0.06
ar_vo_298                                        |           0.06
mono_ml_36                                       |           0.06
ar_vo_251                                        |           0.06
mono_ml_11                                       |           0.06
spk_ar_el_v2_4                                   |           0.06
mono_ml_53                                       |           0.06
ar_vo_242                                        |           0.06
kit_en_vo                                        |           0.06
oggy_en_vo                                       |           0.06
ar_vo_621                                        |           0.06
grol_en_vo                                       |           0.06
ar_vo_54                                         |           0.06
gustavo_en_vo                                    |           0.06
ar_vo_625                                        |           0.06
mono_ml_50                                       |           0.06
ar_vo_457                                        |           0.06
Emirati_447                                      |           0.06
ar_vo_105                                        |           0.06
brad_en_vo                                       |           0.06
den_en_vo                                        |           0.06
ar_vo_383                                        |           0.06
ar_vo_376                                        |           0.06
aliraza_en_vo                                    |           0.06
ar_vo_495                                        |           0.06
paulski_en_vo                                    |           0.06
mchambe_en_vo                                    |           0.06
mono_ml_47                                       |           0.06
ar_vo_654                                        |           0.06
mono_ml_10                                       |           0.06
Emirati_3056                                     |           0.06
andre_en_vo                                      |           0.06
mono_ml_38                                       |           0.06
ar_vo_117                                        |           0.06
ar_vo_171                                        |           0.06
ar_vo_720                                        |           0.06
ar_vo_86                                         |           0.06
ar_vo_303                                        |           0.06
mono_ml_21                                       |           0.06
ar_vo_255                                        |           0.06
ar_vo_71                                         |           0.06
kris_en_vo                                       |           0.06
ar_vo_635                                        |           0.06
modula_en_vo                                     |           0.06
miss_en_vo                                       |           0.06
spk_sp_ar_1161                                   |           0.06
ar_vo_361                                        |           0.06
ar_vo_34                                         |           0.06
ar_vo_205                                        |           0.06
mono_ml_19                                       |           0.06
Emirati_1000                                     |           0.06
spk_sp_en_166                                    |           0.06
turby_en_vo                                      |           0.06
spk_ar_el_v2_64                                  |           0.06
richie_en_vo                                     |           0.06
ar_vo_48                                         |           0.06
ar_vo_489                                        |           0.06
Emirati_600                                      |           0.06
ar_vo_317                                        |           0.06
spk_sp_ar_176                                    |           0.06
mono_ml_9                                        |           0.06
ar_vo_586                                        |           0.06
dayan_en_vo                                      |           0.06
ar_vo_143                                        |           0.06
amy_en_vo                                        |           0.06
ar_vo_292                                        |           0.06
mono_ml_41                                       |           0.06
dharisov_en_vo                                   |           0.06
ar_vo_27                                         |           0.06
